PrimaryKey,DBKey,EcologicalSiteId,Latitude_NAD83,Longitude_NAD83,
15050113465465692017-11-14,REPORT5May15-5Mar19JERDIMA5.4asof2019-04-19, UNKNOWN,32.6271,-106.739,
15050113465465692018-03-08,REPORT5May15-5Mar19JERDIMA5.4asof2019-04-19, UNKNOWN,32.6271,-106.739,
15050113465465692018-06-11,REPORT5May15-5Mar19JERDIMA5.4asof2019-04-19, UNKNOWN,32.6271,-106.739,
15050113465465692018-10-03,REPORT5May15-5Mar19JERDIMA5.4asof2019-04-19, UNKNOWN,32.6271,-106.739,
15050113465465692019-06-07,REPORT7Jun19JERDIMA5.4asof2019-04-19, UNKNOWN,32.6271,-106.739,
15050113465465692020-06-08,REPORT8Jun20JERDIMA5.4asof2019-04-19, UNKNOWN,32.6271,-106.739,
20082716121036612021-10-14,REPORT14Oct21LORDSBURGDIMA5.5aasof2020-06-26, UNKNOWN,32.2647,-108.913,
20082716121036612021-06-17,REPORT17Jun21LORDSBURGDIMA5.5aasof2020-06-26, UNKNOWN,32.2647,-108.913,
20082716121036612021-03-17,REPORT17Mar21LORDSBURGDIMA5.5aasof2020-06-26, UNKNOWN,32.2647,-108.913,
20082716121036612020-09-02,REPORT2Sep20LORDSBURGDIMA5.5aasof2020-06-26, UNKNOWN,32.2647,-108.913,
20082716121036612020-12-07,REPORT7Dec20LORDSBURGDIMA5.5aasof2020-06-26, UNKNOWN,32.2647,-108.913,
15080712440114922018-06-26,MANDANMWAC15May18-8Nov18DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922018-05-15,MANDANMWAC15May18-8Nov18DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922018-07-24,MANDANMWAC15May18-8Nov18DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922018-11-08,MANDANMWAC15May18-8Nov18DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922015-11-20,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922015-12-17,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922016-03-16,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922016-05-03,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922016-06-02,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922016-06-21,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922016-09-16,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922016-10-26,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922017-05-04,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922017-06-12,MANDANMWAC20Nov15-12Jun17DIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922018-07-10,REPORT10July18MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922019-07-16,REPORT15Jul19MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922018-10-25,REPORT25Oct18MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922019-05-30,REPORT30May19MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922019-10-31,REPORT31Oct19MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922015-08-03,REPORT3Aug15-27Oct17MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922015-10-26,REPORT3Aug15-27Oct17MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922016-05-17,REPORT3Aug15-27Oct17MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922016-09-27,REPORT3Aug15-27Oct17MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922017-05-24,REPORT3Aug15-27Oct17MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
15080712440114922017-10-27,REPORT3Aug15-27Oct17MandanDIMA5.5aasof2020-06-26, UNKNOWN,46.7747,-100.95,
16041316555633692021-02-23,REPORT23Feb21MoabDIMA5.5aasof2020-06-26, UNKNOWN,38.6515,-109.87,
16041316555633692020-08-05,REPORT5Aug20MoabDIMA5.5aasof2020-06-26, UNKNOWN,38.6515,-109.87,
16041316555633692016-05-05,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692016-08-09,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692016-11-07,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692017-02-06,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692017-05-02,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692017-07-13,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692017-10-12,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692018-03-05,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692018-05-31,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692018-07-24,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692018-11-16,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
16041316555633692019-03-19,REPORT5May16-19Mar19MoabDIMA5.4asof2019-04-19, UNKNOWN,38.6515,-109.87,
19081514072945942019-05-31,REPORT31May19MortonDIMA5.5aasof2020-06-26, UNKNOWN,46.7606,-100.925,
19081514072945942019-10-31,REPORT31Oct19MortonDIMA5.5aasof2020-06-26, UNKNOWN,46.7606,-100.925,
17030610202051092018-09-25,REPORT25Sept18PullmanDIMA5.5aasof2020-06-26, UNKNOWN,46.8872,-118.285,
17030610202051092016-10-28,REPORT28Oct16-17May18PullmanDIMA5.5aasof2020-06-26, UNKNOWN,46.8872,-118.285,
17030610202051092017-04-05,REPORT28Oct16-17May18PullmanDIMA5.5aasof2020-06-26, UNKNOWN,46.8872,-118.285,
17030610202051092017-08-16,REPORT28Oct16-17May18PullmanDIMA5.5aasof2020-06-26, UNKNOWN,46.8872,-118.285,
17030610202051092018-05-17,REPORT28Oct16-17May18PullmanDIMA5.5aasof2020-06-26, UNKNOWN,46.8872,-118.285,
17030610202051092020-10-05,REPORT5Oct20PullmanDIMA5.5aasof2020-06-26, UNKNOWN,46.8872,-118.285,
17030610202051092018-07-06,REPORT6Jul18PullmanDIMA5.5aasof2020-06-26, UNKNOWN,46.8872,-118.285,
15111212022552222019-06-19,REPORT19Jun19SLVDIMA5.5aasof2020-06-26, UNKNOWN,37.599,-105.691,
15111212022552222020-07-02,REPORT2Jul20SLVDIMA5.5aasof2020-06-26, UNKNOWN,37.599,-105.691,
15111212022552222016-06-07,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
15111212022552222016-07-06,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
15111212022552222016-08-28,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
15111212022552222016-10-12,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
15111212022552222018-06-21,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
15111212022552222017-05-12,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
15111212022552222017-06-20,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
15111212022552222017-08-09,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
15111212022552222017-09-18,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
15111212022552222018-09-21,REPORT7Jun16-21Sept18SLVDIMA5.4asof2019-04-19, UNKNOWN,37.599,-105.691,
