"","PrimaryKey","indicator","nwern_height","nwern_pin_n","mean_height","line_length","interval","n_lines","pin_n","difference","group"
"2262","15080712440114922019-07-16","mean_height",77.5827338129496,150,77.6153846153846,50,16,1,13,-0.0326508024349721,"I_16_L_50_N_1"
"2263","15080712440114922019-07-16","mean_height",77.5827338129496,150,80.8846153846154,50,16,2,26,-3.30188157166575,"I_16_L_50_N_2"
"2264","15080712440114922019-07-16","mean_height",77.5827338129496,150,78.4736842105263,50,16,3,39,-0.890950397576674,"I_16_L_50_N_3"
"2265","15080712440114922019-07-16","mean_height",77.5827338129496,150,74,50,24,1,9,3.58273381294964,"I_24_L_50_N_1"
"2266","15080712440114922019-07-16","mean_height",77.5827338129496,150,76.9444444444444,50,24,2,18,0.638289368505198,"I_24_L_50_N_2"
"2267","15080712440114922019-07-16","mean_height",77.5827338129496,150,71.32,50,24,3,27,6.26273381294965,"I_24_L_50_N_3"
"2268","15080712440114922019-07-16","mean_height",77.5827338129496,150,76.4285714285714,50,32,1,7,1.15416238437821,"I_32_L_50_N_1"
"2269","15080712440114922019-07-16","mean_height",77.5827338129496,150,73.5,50,32,2,14,4.08273381294964,"I_32_L_50_N_2"
"2270","15080712440114922019-07-16","mean_height",77.5827338129496,150,74.5789473684211,50,32,3,21,3.00378644452859,"I_32_L_50_N_3"
"2271","15080712440114922019-07-16","mean_height",77.5827338129496,150,74,50,40,1,5,3.58273381294964,"I_40_L_50_N_1"
"2272","15080712440114922019-07-16","mean_height",77.5827338129496,150,68,50,40,2,10,9.58273381294964,"I_40_L_50_N_2"
"2273","15080712440114922019-07-16","mean_height",77.5827338129496,150,70.3571428571429,50,40,3,15,7.22559095580678,"I_40_L_50_N_3"
"2274","15080712440114922019-07-16","mean_height",77.5827338129496,150,79.5581395348837,100,8,1,50,-1.97540572193408,"I_8_L_100_N_1"
"2275","15080712440114922019-07-16","mean_height",77.5827338129496,150,78.25,100,8,2,100,-0.667266187050359,"I_8_L_100_N_2"
"2276","15080712440114922019-07-16","mean_height",77.5827338129496,150,77.5827338129496,100,8,3,150,0,"NWERN Base"
"2277","15080712440114922019-07-16","mean_height",77.5827338129496,150,79.4761904761905,100,16,1,25,-1.89345666324084,"I_16_L_100_N_1"
"2278","15080712440114922019-07-16","mean_height",77.5827338129496,150,77.936170212766,100,16,2,50,-0.353436399816317,"I_16_L_100_N_2"
"2279","15080712440114922019-07-16","mean_height",77.5827338129496,150,78.4117647058823,100,16,3,75,-0.829030892932707,"I_16_L_100_N_3"
"2280","15080712440114922019-07-16","mean_height",77.5827338129496,150,79,100,24,1,17,-1.41726618705036,"I_24_L_100_N_1"
"2281","15080712440114922019-07-16","mean_height",77.5827338129496,150,84.3571428571429,100,24,2,34,-6.77440904419322,"I_24_L_100_N_2"
"2282","15080712440114922019-07-16","mean_height",77.5827338129496,150,82.4090909090909,100,24,3,51,-4.82635709614127,"I_24_L_100_N_3"
"2283","15080712440114922019-07-16","mean_height",77.5827338129496,150,78,100,32,1,13,-0.417266187050359,"I_32_L_100_N_1"
"2284","15080712440114922019-07-16","mean_height",77.5827338129496,150,81.4090909090909,100,32,2,26,-3.82635709614127,"I_32_L_100_N_2"
"2285","15080712440114922019-07-16","mean_height",77.5827338129496,150,82.2941176470588,100,32,3,39,-4.71138383410918,"I_32_L_100_N_3"
"2286","15080712440114922019-07-16","mean_height",77.5827338129496,150,77.6,100,40,1,10,-0.0172661870503532,"I_40_L_100_N_1"
"2287","15080712440114922019-07-16","mean_height",77.5827338129496,150,78.4210526315789,100,40,2,20,-0.838318818629304,"I_40_L_100_N_2"
"2288","15080712440114922019-07-16","mean_height",77.5827338129496,150,75.6206896551724,100,40,3,30,1.96204415777723,"I_40_L_100_N_3"
"2289","15111212022552222016-06-07","mean_height",17.1267605633803,150,22.25,25,8,1,12,-5.12323943661972,"I_8_L_25_N_1"
"2290","15111212022552222016-06-07","mean_height",17.1267605633803,150,18.1304347826087,25,8,2,24,-1.00367421922842,"I_8_L_25_N_2"
"2291","15111212022552222016-06-07","mean_height",17.1267605633803,150,17.2285714285714,25,8,3,36,-0.101810865191148,"I_8_L_25_N_3"
"2292","15111212022552222016-06-07","mean_height",17.1267605633803,150,18.2,25,16,1,6,-1.07323943661972,"I_16_L_25_N_1"
"2293","15111212022552222016-06-07","mean_height",17.1267605633803,150,15.1666666666667,25,16,2,12,1.96009389671361,"I_16_L_25_N_2"
"2294","15111212022552222016-06-07","mean_height",17.1267605633803,150,19.6111111111111,25,16,3,18,-2.48435054773083,"I_16_L_25_N_3"
"2295","15111212022552222016-06-07","mean_height",17.1267605633803,150,9.25,25,24,1,4,7.87676056338028,"I_24_L_25_N_1"
"2296","15111212022552222016-06-07","mean_height",17.1267605633803,150,10.2857142857143,25,24,2,8,6.84104627766599,"I_24_L_25_N_2"
"2297","15111212022552222016-06-07","mean_height",17.1267605633803,150,13.4545454545455,25,24,3,12,3.67221510883483,"I_24_L_25_N_3"
"2298","15111212022552222016-06-07","mean_height",17.1267605633803,150,11,25,32,1,3,6.12676056338028,"I_32_L_25_N_1"
"2299","15111212022552222016-06-07","mean_height",17.1267605633803,150,10.1666666666667,25,32,2,6,6.96009389671361,"I_32_L_25_N_2"
"2300","15111212022552222016-06-07","mean_height",17.1267605633803,150,10.875,25,32,3,9,6.25176056338028,"I_32_L_25_N_3"
"2301","15111212022552222016-06-07","mean_height",17.1267605633803,150,9.66666666666667,25,40,1,3,7.46009389671361,"I_40_L_25_N_1"
"2302","15111212022552222016-06-07","mean_height",17.1267605633803,150,17.3333333333333,25,40,2,6,-0.206572769953052,"I_40_L_25_N_2"
"2303","15111212022552222016-06-07","mean_height",17.1267605633803,150,10.7777777777778,25,40,3,9,6.3489827856025,"I_40_L_25_N_3"
"2304","15111212022552222016-06-07","mean_height",17.1267605633803,150,17.7391304347826,50,8,1,25,-0.612369871402329,"I_8_L_50_N_1"
"2305","15111212022552222016-06-07","mean_height",17.1267605633803,150,15.5531914893617,50,8,2,50,1.57356907401858,"I_8_L_50_N_2"
"2306","15111212022552222016-06-07","mean_height",17.1267605633803,150,18.6805555555556,50,8,3,75,-1.55379499217528,"I_8_L_50_N_3"
"2307","15111212022552222016-06-07","mean_height",17.1267605633803,150,18.3636363636364,50,16,1,13,-1.23687580025608,"I_16_L_50_N_1"
"2308","15111212022552222016-06-07","mean_height",17.1267605633803,150,23.68,50,16,2,26,-6.55323943661972,"I_16_L_50_N_2"
"2309","15111212022552222016-06-07","mean_height",17.1267605633803,150,17.0555555555556,50,16,3,39,0.0712050078247231,"I_16_L_50_N_3"
"2310","15111212022552222016-06-07","mean_height",17.1267605633803,150,10,50,24,1,9,7.12676056338028,"I_24_L_50_N_1"
"2311","15111212022552222016-06-07","mean_height",17.1267605633803,150,11.0666666666667,50,24,2,18,6.06009389671361,"I_24_L_50_N_2"
"2312","15111212022552222016-06-07","mean_height",17.1267605633803,150,16.7916666666667,50,24,3,27,0.335093896713612,"I_24_L_50_N_3"
"2313","15111212022552222016-06-07","mean_height",17.1267605633803,150,13,50,32,1,7,4.12676056338028,"I_32_L_50_N_1"
"2314","15111212022552222016-06-07","mean_height",17.1267605633803,150,12.2727272727273,50,32,2,14,4.85403329065301,"I_32_L_50_N_2"
"2315","15111212022552222016-06-07","mean_height",17.1267605633803,150,14.2777777777778,50,32,3,21,2.8489827856025,"I_32_L_50_N_3"
"2316","15111212022552222016-06-07","mean_height",17.1267605633803,150,18.75,50,40,1,5,-1.62323943661972,"I_40_L_50_N_1"
"2317","15111212022552222016-06-07","mean_height",17.1267605633803,150,23.4444444444444,50,40,2,10,-6.31768388106416,"I_40_L_50_N_2"
"2318","15111212022552222016-06-07","mean_height",17.1267605633803,150,19.7333333333333,50,40,3,15,-2.60657276995305,"I_40_L_50_N_3"
"2319","15111212022552222016-06-07","mean_height",17.1267605633803,150,15.8936170212766,100,8,1,50,1.23314354210368,"I_8_L_100_N_1"
"2320","15111212022552222016-06-07","mean_height",17.1267605633803,150,15.7234042553191,100,8,2,100,1.40335630806113,"I_8_L_100_N_2"
"2321","15111212022552222016-06-07","mean_height",17.1267605633803,150,17.1267605633803,100,8,3,150,0,"NWERN Base"
"2322","15111212022552222016-06-07","mean_height",17.1267605633803,150,15.0434782608696,100,16,1,25,2.08328230251072,"I_16_L_100_N_1"
"2323","15111212022552222016-06-07","mean_height",17.1267605633803,150,14.1063829787234,100,16,2,50,3.02037758465688,"I_16_L_100_N_2"
"2324","15111212022552222016-06-07","mean_height",17.1267605633803,150,14.4142857142857,100,16,3,75,2.71247484909457,"I_16_L_100_N_3"
"2325","15111212022552222016-06-07","mean_height",17.1267605633803,150,28.7333333333333,100,24,1,17,-11.6065727699531,"I_24_L_100_N_1"
"2326","15111212022552222016-06-07","mean_height",17.1267605633803,150,21.7666666666667,100,24,2,34,-4.63990610328639,"I_24_L_100_N_2"
"2327","15111212022552222016-06-07","mean_height",17.1267605633803,150,20.6888888888889,100,24,3,51,-3.56212832550861,"I_24_L_100_N_3"
"2328","15111212022552222016-06-07","mean_height",17.1267605633803,150,12.5833333333333,100,32,1,13,4.54342723004695,"I_32_L_100_N_1"
"2329","15111212022552222016-06-07","mean_height",17.1267605633803,150,13.75,100,32,2,26,3.37676056338028,"I_32_L_100_N_2"
"2330","15111212022552222016-06-07","mean_height",17.1267605633803,150,12.6571428571429,100,32,3,39,4.46961770623742,"I_32_L_100_N_3"
"2331","15111212022552222016-06-07","mean_height",17.1267605633803,150,15.1,100,40,1,10,2.02676056338028,"I_40_L_100_N_1"
"2332","15111212022552222016-06-07","mean_height",17.1267605633803,150,12.45,100,40,2,20,4.67676056338028,"I_40_L_100_N_2"
"2333","15111212022552222016-06-07","mean_height",17.1267605633803,150,14.7333333333333,100,40,3,30,2.39342723004695,"I_40_L_100_N_3"
"2334","15111212022552222016-07-06","mean_height",17.3591549295775,150,16.3333333333333,25,8,1,12,1.02582159624413,"I_8_L_25_N_1"
"2335","15111212022552222016-07-06","mean_height",17.3591549295775,150,15.1818181818182,25,8,2,24,2.17733674775928,"I_8_L_25_N_2"
"2336","15111212022552222016-07-06","mean_height",17.3591549295775,150,16.7222222222222,25,8,3,36,0.636932707355243,"I_8_L_25_N_3"
"2337","15111212022552222016-07-06","mean_height",17.3591549295775,150,23,25,16,1,6,-5.64084507042254,"I_16_L_25_N_1"
"2338","15111212022552222016-07-06","mean_height",17.3591549295775,150,16.9166666666667,25,16,2,12,0.442488262910796,"I_16_L_25_N_2"
"2339","15111212022552222016-07-06","mean_height",17.3591549295775,150,18.0588235294118,25,16,3,18,-0.6996685998343,"I_16_L_25_N_3"
"2340","15111212022552222016-07-06","mean_height",17.3591549295775,150,8.75,25,24,1,4,8.60915492957746,"I_24_L_25_N_1"
"2341","15111212022552222016-07-06","mean_height",17.3591549295775,150,12.375,25,24,2,8,4.98415492957746,"I_24_L_25_N_2"
"2342","15111212022552222016-07-06","mean_height",17.3591549295775,150,11.1666666666667,25,24,3,12,6.1924882629108,"I_24_L_25_N_3"
"2343","15111212022552222016-07-06","mean_height",17.3591549295775,150,9.33333333333333,25,32,1,3,8.02582159624413,"I_32_L_25_N_1"
"2344","15111212022552222016-07-06","mean_height",17.3591549295775,150,16.6666666666667,25,32,2,6,0.692488262910796,"I_32_L_25_N_2"
"2345","15111212022552222016-07-06","mean_height",17.3591549295775,150,14.2222222222222,25,32,3,9,3.13693270735524,"I_32_L_25_N_3"
"2346","15111212022552222016-07-06","mean_height",17.3591549295775,150,8,25,40,1,3,9.35915492957746,"I_40_L_25_N_1"
"2347","15111212022552222016-07-06","mean_height",17.3591549295775,150,17.8333333333333,25,40,2,6,-0.474178403755868,"I_40_L_25_N_2"
"2348","15111212022552222016-07-06","mean_height",17.3591549295775,150,14.7777777777778,25,40,3,9,2.58137715179969,"I_40_L_25_N_3"
"2349","15111212022552222016-07-06","mean_height",17.3591549295775,150,15.9583333333333,50,8,1,25,1.40082159624413,"I_8_L_50_N_1"
"2350","15111212022552222016-07-06","mean_height",17.3591549295775,150,15.8723404255319,50,8,2,50,1.48681450404555,"I_8_L_50_N_2"
"2351","15111212022552222016-07-06","mean_height",17.3591549295775,150,16.5352112676056,50,8,3,75,0.823943661971832,"I_8_L_50_N_3"
"2352","15111212022552222016-07-06","mean_height",17.3591549295775,150,16.9166666666667,50,16,1,13,0.442488262910796,"I_16_L_50_N_1"
"2353","15111212022552222016-07-06","mean_height",17.3591549295775,150,21.16,50,16,2,26,-3.80084507042254,"I_16_L_50_N_2"
"2354","15111212022552222016-07-06","mean_height",17.3591549295775,150,16.2941176470588,50,16,3,39,1.06503728251864,"I_16_L_50_N_3"
"2355","15111212022552222016-07-06","mean_height",17.3591549295775,150,12.7777777777778,50,24,1,9,4.58137715179969,"I_24_L_50_N_1"
"2356","15111212022552222016-07-06","mean_height",17.3591549295775,150,12.0625,50,24,2,18,5.29665492957746,"I_24_L_50_N_2"
"2357","15111212022552222016-07-06","mean_height",17.3591549295775,150,13.7083333333333,50,24,3,27,3.65082159624413,"I_24_L_50_N_3"
"2358","15111212022552222016-07-06","mean_height",17.3591549295775,150,14.6666666666667,50,32,1,7,2.6924882629108,"I_32_L_50_N_1"
"2359","15111212022552222016-07-06","mean_height",17.3591549295775,150,15.0833333333333,50,32,2,14,2.27582159624413,"I_32_L_50_N_2"
"2360","15111212022552222016-07-06","mean_height",17.3591549295775,150,14.1176470588235,50,32,3,21,3.24150787075394,"I_32_L_50_N_3"
"2361","15111212022552222016-07-06","mean_height",17.3591549295775,150,18.2,50,40,1,5,-0.840845070422535,"I_40_L_50_N_1"
"2362","15111212022552222016-07-06","mean_height",17.3591549295775,150,14.8,50,40,2,10,2.55915492957746,"I_40_L_50_N_2"
"2363","15111212022552222016-07-06","mean_height",17.3591549295775,150,15.1428571428571,50,40,3,15,2.21629778672032,"I_40_L_50_N_3"
"2364","15111212022552222016-07-06","mean_height",17.3591549295775,150,17.1914893617021,100,8,1,50,0.167665567875336,"I_8_L_100_N_1"
"2365","15111212022552222016-07-06","mean_height",17.3591549295775,150,17.4421052631579,100,8,2,100,-0.0829503335804311,"I_8_L_100_N_2"
"2366","15111212022552222016-07-06","mean_height",17.3591549295775,150,17.3591549295775,100,8,3,150,0,"NWERN Base"
"2367","15111212022552222016-07-06","mean_height",17.3591549295775,150,17.0833333333333,100,16,1,25,0.275821596244132,"I_16_L_100_N_1"
"2368","15111212022552222016-07-06","mean_height",17.3591549295775,150,16.1041666666667,100,16,2,50,1.2549882629108,"I_16_L_100_N_2"
"2369","15111212022552222016-07-06","mean_height",17.3591549295775,150,15.8591549295775,100,16,3,75,1.5,"I_16_L_100_N_3"
"2370","15111212022552222016-07-06","mean_height",17.3591549295775,150,18.2,100,24,1,17,-0.840845070422535,"I_24_L_100_N_1"
"2371","15111212022552222016-07-06","mean_height",17.3591549295775,150,17.1612903225806,100,24,2,34,0.19786460699682,"I_24_L_100_N_2"
"2372","15111212022552222016-07-06","mean_height",17.3591549295775,150,20.6086956521739,100,24,3,51,-3.24954072259645,"I_24_L_100_N_3"
"2373","15111212022552222016-07-06","mean_height",17.3591549295775,150,18.8333333333333,100,32,1,13,-1.47417840375587,"I_32_L_100_N_1"
"2374","15111212022552222016-07-06","mean_height",17.3591549295775,150,17.5416666666667,100,32,2,26,-0.182511737089204,"I_32_L_100_N_2"
"2375","15111212022552222016-07-06","mean_height",17.3591549295775,150,16.4,100,32,3,39,0.959154929577466,"I_32_L_100_N_3"
"2376","15111212022552222016-07-06","mean_height",17.3591549295775,150,17.9,100,40,1,10,-0.540845070422534,"I_40_L_100_N_1"
"2377","15111212022552222016-07-06","mean_height",17.3591549295775,150,13.25,100,40,2,20,4.10915492957746,"I_40_L_100_N_2"
"2378","15111212022552222016-07-06","mean_height",17.3591549295775,150,14.8,100,40,3,30,2.55915492957746,"I_40_L_100_N_3"
"2379","15111212022552222016-08-28","mean_height",18.1608391608392,150,15.2727272727273,25,8,1,12,2.88811188811189,"I_8_L_25_N_1"
"2380","15111212022552222016-08-28","mean_height",18.1608391608392,150,14.9583333333333,25,8,2,24,3.20250582750583,"I_8_L_25_N_2"
"2381","15111212022552222016-08-28","mean_height",18.1608391608392,150,15.0571428571429,25,8,3,36,3.1036963036963,"I_8_L_25_N_3"
"2382","15111212022552222016-08-28","mean_height",18.1608391608392,150,11.1666666666667,25,16,1,6,6.99417249417249,"I_16_L_25_N_1"
"2383","15111212022552222016-08-28","mean_height",18.1608391608392,150,17.2727272727273,25,16,2,12,0.888111888111887,"I_16_L_25_N_2"
"2384","15111212022552222016-08-28","mean_height",18.1608391608392,150,15.5555555555556,25,16,3,18,2.6052836052836,"I_16_L_25_N_3"
"2385","15111212022552222016-08-28","mean_height",18.1608391608392,150,8.75,25,24,1,4,9.41083916083916,"I_24_L_25_N_1"
"2386","15111212022552222016-08-28","mean_height",18.1608391608392,150,12.25,25,24,2,8,5.91083916083916,"I_24_L_25_N_2"
"2387","15111212022552222016-08-28","mean_height",18.1608391608392,150,11.0833333333333,25,24,3,12,7.07750582750583,"I_24_L_25_N_3"
"2388","15111212022552222016-08-28","mean_height",18.1608391608392,150,11.6666666666667,25,32,1,3,6.49417249417249,"I_32_L_25_N_1"
"2389","15111212022552222016-08-28","mean_height",18.1608391608392,150,12.5,25,32,2,6,5.66083916083916,"I_32_L_25_N_2"
"2390","15111212022552222016-08-28","mean_height",18.1608391608392,150,12.2222222222222,25,32,3,9,5.93861693861694,"I_32_L_25_N_3"
"2391","15111212022552222016-08-28","mean_height",18.1608391608392,150,12.3333333333333,25,40,1,3,5.82750582750583,"I_40_L_25_N_1"
"2392","15111212022552222016-08-28","mean_height",18.1608391608392,150,11.8333333333333,25,40,2,6,6.32750582750583,"I_40_L_25_N_2"
"2393","15111212022552222016-08-28","mean_height",18.1608391608392,150,16.8888888888889,25,40,3,9,1.27195027195027,"I_40_L_25_N_3"
"2394","15111212022552222016-08-28","mean_height",18.1608391608392,150,15.5416666666667,50,8,1,25,2.61917249417249,"I_8_L_50_N_1"
"2395","15111212022552222016-08-28","mean_height",18.1608391608392,150,16.5625,50,8,2,50,1.59833916083916,"I_8_L_50_N_2"
"2396","15111212022552222016-08-28","mean_height",18.1608391608392,150,19.169014084507,50,8,3,75,-1.00817492366788,"I_8_L_50_N_3"
"2397","15111212022552222016-08-28","mean_height",18.1608391608392,150,15.9166666666667,50,16,1,13,2.24417249417249,"I_16_L_50_N_1"
"2398","15111212022552222016-08-28","mean_height",18.1608391608392,150,18.375,50,16,2,26,-0.21416083916084,"I_16_L_50_N_2"
"2399","15111212022552222016-08-28","mean_height",18.1608391608392,150,17.5675675675676,50,16,3,39,0.593271593271592,"I_16_L_50_N_3"
"2400","15111212022552222016-08-28","mean_height",18.1608391608392,150,11.875,50,24,1,9,6.28583916083916,"I_24_L_50_N_1"
"2401","15111212022552222016-08-28","mean_height",18.1608391608392,150,16.7647058823529,50,24,2,18,1.39613327848622,"I_24_L_50_N_2"
"2402","15111212022552222016-08-28","mean_height",18.1608391608392,150,16.7692307692308,50,24,3,27,1.39160839160839,"I_24_L_50_N_3"
"2403","15111212022552222016-08-28","mean_height",18.1608391608392,150,15,50,32,1,7,3.16083916083916,"I_32_L_50_N_1"
"2404","15111212022552222016-08-28","mean_height",18.1608391608392,150,14.6666666666667,50,32,2,14,3.49417249417249,"I_32_L_50_N_2"
"2405","15111212022552222016-08-28","mean_height",18.1608391608392,150,24.5,50,32,3,21,-6.33916083916084,"I_32_L_50_N_3"
"2406","15111212022552222016-08-28","mean_height",18.1608391608392,150,10,50,40,1,5,8.16083916083916,"I_40_L_50_N_1"
"2407","15111212022552222016-08-28","mean_height",18.1608391608392,150,16.3,50,40,2,10,1.86083916083916,"I_40_L_50_N_2"
"2408","15111212022552222016-08-28","mean_height",18.1608391608392,150,17.9333333333333,50,40,3,15,0.227505827505826,"I_40_L_50_N_3"
"2409","15111212022552222016-08-28","mean_height",18.1608391608392,150,16.5625,100,8,1,50,1.59833916083916,"I_8_L_100_N_1"
"2410","15111212022552222016-08-28","mean_height",18.1608391608392,150,18.7684210526316,100,8,2,100,-0.607581891792417,"I_8_L_100_N_2"
"2411","15111212022552222016-08-28","mean_height",18.1608391608392,150,18.1608391608392,100,8,3,150,0,"NWERN Base"
"2412","15111212022552222016-08-28","mean_height",18.1608391608392,150,14.3478260869565,100,16,1,25,3.81301307388264,"I_16_L_100_N_1"
"2413","15111212022552222016-08-28","mean_height",18.1608391608392,150,15.1063829787234,100,16,2,50,3.05445618211576,"I_16_L_100_N_2"
"2414","15111212022552222016-08-28","mean_height",18.1608391608392,150,15.3380281690141,100,16,3,75,2.82281099182508,"I_16_L_100_N_3"
"2415","15111212022552222016-08-28","mean_height",18.1608391608392,150,18.9333333333333,100,24,1,17,-0.772494172494174,"I_24_L_100_N_1"
"2416","15111212022552222016-08-28","mean_height",18.1608391608392,150,25.0333333333333,100,24,2,34,-6.87249417249418,"I_24_L_100_N_2"
"2417","15111212022552222016-08-28","mean_height",18.1608391608392,150,21.8666666666667,100,24,3,51,-3.70582750582751,"I_24_L_100_N_3"
"2418","15111212022552222016-08-28","mean_height",18.1608391608392,150,16.75,100,32,1,13,1.41083916083916,"I_32_L_100_N_1"
"2419","15111212022552222016-08-28","mean_height",18.1608391608392,150,15,100,32,2,26,3.16083916083916,"I_32_L_100_N_2"
"2420","15111212022552222016-08-28","mean_height",18.1608391608392,150,14.4571428571429,100,32,3,39,3.7036963036963,"I_32_L_100_N_3"
"2421","15111212022552222016-08-28","mean_height",18.1608391608392,150,19.3,100,40,1,10,-1.13916083916084,"I_40_L_100_N_1"
"2422","15111212022552222016-08-28","mean_height",18.1608391608392,150,18.3,100,40,2,20,-0.139160839160841,"I_40_L_100_N_2"
"2423","15111212022552222016-08-28","mean_height",18.1608391608392,150,16,100,40,3,30,2.16083916083916,"I_40_L_100_N_3"
"2424","15111212022552222016-10-12","mean_height",18.8156028368794,150,24.1818181818182,25,8,1,12,-5.36621534493875,"I_8_L_25_N_1"
"2425","15111212022552222016-10-12","mean_height",18.8156028368794,150,18.5454545454545,25,8,2,24,0.270148291424885,"I_8_L_25_N_2"
"2426","15111212022552222016-10-12","mean_height",18.8156028368794,150,15.34375,25,8,3,36,3.47185283687943,"I_8_L_25_N_3"
"2427","15111212022552222016-10-12","mean_height",18.8156028368794,150,34,25,16,1,6,-15.1843971631206,"I_16_L_25_N_1"
"2428","15111212022552222016-10-12","mean_height",18.8156028368794,150,17.7272727272727,25,16,2,12,1.08833010960671,"I_16_L_25_N_2"
"2429","15111212022552222016-10-12","mean_height",18.8156028368794,150,23,25,16,3,18,-4.18439716312057,"I_16_L_25_N_3"
"2430","15111212022552222016-10-12","mean_height",18.8156028368794,150,18.5,25,24,1,4,0.315602836879432,"I_24_L_25_N_1"
"2431","15111212022552222016-10-12","mean_height",18.8156028368794,150,10.5,25,24,2,8,8.31560283687943,"I_24_L_25_N_2"
"2432","15111212022552222016-10-12","mean_height",18.8156028368794,150,13.5833333333333,25,24,3,12,5.2322695035461,"I_24_L_25_N_3"
"2433","15111212022552222016-10-12","mean_height",18.8156028368794,150,13.3333333333333,25,32,1,3,5.4822695035461,"I_32_L_25_N_1"
"2434","15111212022552222016-10-12","mean_height",18.8156028368794,150,26,25,32,2,6,-7.18439716312057,"I_32_L_25_N_2"
"2435","15111212022552222016-10-12","mean_height",18.8156028368794,150,12.625,25,32,3,9,6.19060283687943,"I_32_L_25_N_3"
"2436","15111212022552222016-10-12","mean_height",18.8156028368794,150,11.3333333333333,25,40,1,3,7.4822695035461,"I_40_L_25_N_1"
"2437","15111212022552222016-10-12","mean_height",18.8156028368794,150,18.6666666666667,25,40,2,6,0.148936170212764,"I_40_L_25_N_2"
"2438","15111212022552222016-10-12","mean_height",18.8156028368794,150,12,25,40,3,9,6.81560283687943,"I_40_L_25_N_3"
"2439","15111212022552222016-10-12","mean_height",18.8156028368794,150,16.695652173913,50,8,1,25,2.11995066296639,"I_8_L_50_N_1"
"2440","15111212022552222016-10-12","mean_height",18.8156028368794,150,21.4255319148936,50,8,2,50,-2.60992907801419,"I_8_L_50_N_2"
"2441","15111212022552222016-10-12","mean_height",18.8156028368794,150,19.8714285714286,50,8,3,75,-1.05582573454914,"I_8_L_50_N_3"
"2442","15111212022552222016-10-12","mean_height",18.8156028368794,150,17.6666666666667,50,16,1,13,1.14893617021276,"I_16_L_50_N_1"
"2443","15111212022552222016-10-12","mean_height",18.8156028368794,150,18.304347826087,50,16,2,26,0.511255010792475,"I_16_L_50_N_2"
"2444","15111212022552222016-10-12","mean_height",18.8156028368794,150,22.5675675675676,50,16,3,39,-3.75196473068814,"I_16_L_50_N_3"
"2445","15111212022552222016-10-12","mean_height",18.8156028368794,150,20.7777777777778,50,24,1,9,-1.96217494089835,"I_24_L_50_N_1"
"2446","15111212022552222016-10-12","mean_height",18.8156028368794,150,16.1875,50,24,2,18,2.62810283687943,"I_24_L_50_N_2"
"2447","15111212022552222016-10-12","mean_height",18.8156028368794,150,20.4615384615385,50,24,3,27,-1.64593562465903,"I_24_L_50_N_3"
"2448","15111212022552222016-10-12","mean_height",18.8156028368794,150,39,50,32,1,7,-20.1843971631206,"I_32_L_50_N_1"
"2449","15111212022552222016-10-12","mean_height",18.8156028368794,150,13.3636363636364,50,32,2,14,5.45196647324307,"I_32_L_50_N_2"
"2450","15111212022552222016-10-12","mean_height",18.8156028368794,150,12.2222222222222,50,32,3,21,6.59338061465721,"I_32_L_50_N_3"
"2451","15111212022552222016-10-12","mean_height",18.8156028368794,150,20,50,40,1,5,-1.18439716312057,"I_40_L_50_N_1"
"2452","15111212022552222016-10-12","mean_height",18.8156028368794,150,17.5,50,40,2,10,1.31560283687943,"I_40_L_50_N_2"
"2453","15111212022552222016-10-12","mean_height",18.8156028368794,150,19,50,40,3,15,-0.184397163120568,"I_40_L_50_N_3"
"2454","15111212022552222016-10-12","mean_height",18.8156028368794,150,16.5957446808511,100,8,1,50,2.21985815602837,"I_8_L_100_N_1"
"2455","15111212022552222016-10-12","mean_height",18.8156028368794,150,19.1489361702128,100,8,2,100,-0.333333333333336,"I_8_L_100_N_2"
"2456","15111212022552222016-10-12","mean_height",18.8156028368794,150,18.8156028368794,100,8,3,150,0,"NWERN Base"
"2457","15111212022552222016-10-12","mean_height",18.8156028368794,150,14,100,16,1,25,4.81560283687943,"I_16_L_100_N_1"
"2458","15111212022552222016-10-12","mean_height",18.8156028368794,150,16.8913043478261,100,16,2,50,1.92429848905335,"I_16_L_100_N_2"
"2459","15111212022552222016-10-12","mean_height",18.8156028368794,150,16.6811594202899,100,16,3,75,2.13444341658958,"I_16_L_100_N_3"
"2460","15111212022552222016-10-12","mean_height",18.8156028368794,150,14.6428571428571,100,24,1,17,4.17274569402229,"I_24_L_100_N_1"
"2461","15111212022552222016-10-12","mean_height",18.8156028368794,150,17.3448275862069,100,24,2,34,1.47077525067253,"I_24_L_100_N_2"
"2462","15111212022552222016-10-12","mean_height",18.8156028368794,150,22.4186046511628,100,24,3,51,-3.60300181428336,"I_24_L_100_N_3"
"2463","15111212022552222016-10-12","mean_height",18.8156028368794,150,17.3636363636364,100,32,1,13,1.45196647324307,"I_32_L_100_N_1"
"2464","15111212022552222016-10-12","mean_height",18.8156028368794,150,15.4090909090909,100,32,2,26,3.40651192778852,"I_32_L_100_N_2"
"2465","15111212022552222016-10-12","mean_height",18.8156028368794,150,16.1515151515152,100,32,3,39,2.66408768536428,"I_32_L_100_N_3"
"2466","15111212022552222016-10-12","mean_height",18.8156028368794,150,10.7,100,40,1,10,8.11560283687943,"I_40_L_100_N_1"
"2467","15111212022552222016-10-12","mean_height",18.8156028368794,150,13.35,100,40,2,20,5.46560283687943,"I_40_L_100_N_2"
